cricinfo_id,unique_player_id,final_player_name,source_country_text
281653,281653,Adnan Mufti,UAE
1270824,1270824,Adnan Razzaq,BEL
1498059,1498059,Adnan Shnwarei,NOR
1194058,1194058,Adnan Syed,FIN
1514448,1514448,Adnan Tahir,ESP
38975,38975,Afaq Hussain,PAK
935995,935995,Afif Hossain,BAN
1386879,1386879,Afif Khattak,SUI
420402,420402,Afsar Zazai,AFG
56266,56266,Aftab Ahmed,BAN
303415,303415,Aftab Ahmed (2),DEN
440963,440963,Aftab Alam,AFG
38978,38978,Aftab Baloch,PAK
38979,38979,Aftab Gul,PAK
1059925,1059925,Aftab Hussain,HKG
1236053,1236053,Aftab Kayani,ROM
39121,39121,Afzaal Haider,HKG
38981,38981,Agha Saadat Ali,PAK
38982,38982,Agha Zahid,PAK
1318866,1318866,Ahmad Khalid Ahmadzai,BEL
1082736,1082736,Ahmad Ramdoni,INA
1337284,1337284,Ahmad Raza,KSA
1534337,1534337,Ahmad Ullah,GER
1360654,1360654,Ahmadi Ravat,PAN
1271973,1271973,Ahmadschah Ahmadzai,GER
1271995,1271995,Ahmadullah Shinwari,NOR
1337267,1337267,Ahmed Al Zadjali,OMA
1167838,1167838,Ahmed Baladraf,KSA
1249564,1249564,Ahmed Daniyal,PAK
307639,307639,Ahmed Faiz,MAS
1209330,1209330,Ahmed Hassan,SUI
387120,387120,Ahmed Hassan,MDV
56238,56238,Ahmed Kamal,BAN
1500570,1500570,Ahmed Khan,HUN
1167831,1167831,Ahmed Raid,MDV
245490,245490,Ahmed Raza,UAE
318337,318337,Ahmed Shah,AFG
259410,259410,Ahmed Shehzad,PAK
